location,iso_code,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,population
CountryD,COU,2021-03-04,10541,-55,51,0,6903,167015055
CountryD,COU,2021-03-05,10486,-55,51,0,7014,165914023
CountryD,COU,2021-03-06,10431,-54,51,0,7126,113673993
CountryD,COU,2021-03-07,10376,-54,50,0,7237,114480052
CountryD,COU,2021-03-08,10322,-54,50,0,7348,38822376
CountryD,COU,2021-03-09,10267,-54,50,0,7460,126299061
CountryD,COU,2021-03-10,10214,-53,50,0,7571,156672444
CountryD,COU,2021-03-11,10160,-53,49,0,7682,147401779
CountryD,COU,2021-03-12,10107,-53,49,0,7794,30459881
CountryD,COU,2021-03-13,10054,-52,49,0,7905,44396524
CountryD,COU,2021-03-14,10001,-52,49,0,8016,38510355
CountryD,COU,2021-03-15,9949,-52,48,0,8128,24295373
CountryD,COU,2021-03-16,9897,-52,48,0,8239,125394253
CountryD,COU,2021-03-17,9845,-51,48,0,8351,163987300
CountryD,COU,2021-03-18,9793,-51,48,0,8462,59309987
CountryD,COU,2021-03-19,9742,-51,47,0,8573,138106775
CountryD,COU,2021-03-20,9691,-51,47,0,8685,149757165
CountryD,COU,2021-03-21,9640,-50,47,0,8796,131995941
CountryD,COU,2021-03-22,9590,-50,47,0,8907,96356484
CountryD,COU,2021-03-23,9539,-50,46,0,9019,194632146
CountryD,COU,2021-03-24,9489,-49,46,0,9130,3417048
CountryD,COU,2021-03-25,9440,-49,46,0,9241,162497136
CountryD,COU,2021-03-26,9390,-49,46,0,9353,97746446
CountryD,COU,2021-03-27,9341,-49,45,0,9464,31289753
CountryD,COU,2021-03-28,9292,-48,45,0,9575,29356960
CountryD,COU,2021-03-29,9243,-48,45,0,9687,163677174
CountryD,COU,2021-03-30,9195,-48,45,0,9798,15372121
CountryD,COU,2021-03-31,9147,-48,44,0,9909,158789186
CountryD,COU,2021-04-01,9099,-47,44,0,10021,138357581
CountryD,COU,2021-04-02,9051,-47,44,0,10132,61860783
CountryD,COU,2021-04-03,9004,-47,44,0,10243,151306256
CountryD,COU,2021-04-04,8956,-47,44,0,10355,113719339
CountryD,COU,2021-04-05,8910,-46,43,0,10466,36195402
CountryD,COU,2021-04-06,8863,-46,43,0,10577,38318716
CountryD,COU,2021-04-07,8816,-46,43,0,10689,66400031
CountryD,COU,2021-04-08,8770,-46,43,0,10800,128005034
CountryD,COU,2021-04-09,8724,-45,42,0,10911,29099252
CountryD,COU,2021-04-10,8679,-45,42,0,11023,109589831
CountryD,COU,2021-04-11,8633,-45,42,0,11134,61885046
CountryD,COU,2021-04-12,8588,-45,42,0,11246,95885863
CountryD,COU,2021-04-13,8543,-45,41,0,11357,138709683
CountryD,COU,2021-04-14,8498,-44,41,0,11468,187646949
CountryD,COU,2021-04-15,8454,-44,41,0,11580,17875279
CountryD,COU,2021-04-16,8409,-44,41,0,11691,191860238
CountryD,COU,2021-04-17,8365,-44,41,0,11802,104193983
CountryD,COU,2021-04-18,8321,-43,40,0,11914,32753418
CountryD,COU,2021-04-19,8278,-43,40,0,12025,98135454
CountryD,COU,2021-04-20,8234,-43,40,0,12136,12640644
CountryD,COU,2021-04-21,8191,-43,40,0,12248,196991888
CountryD,COU,2021-04-22,8148,-42,40,0,12359,123940436
CountryD,COU,2021-04-23,8106,-42,39,0,12470,126983293
CountryD,COU,2021-04-24,8063,-42,39,0,12582,62910277
CountryD,COU,2021-04-25,8021,-42,39,0,12693,170284110
CountryD,COU,2021-04-26,7979,-42,39,0,12804,139818264
CountryD,COU,2021-04-27,7937,-41,38,0,12916,145516049
CountryD,COU,2021-04-28,7895,-41,38,0,13027,46818575
CountryD,COU,2021-04-29,7854,-41,38,0,13138,72467940
CountryD,COU,2021-04-30,7813,-41,38,0,13250,143471871
CountryD,COU,2021-05-01,7772,-40,38,0,13361,55345696
CountryD,COU,2021-05-02,7731,-40,37,0,13472,157298297
CountryD,COU,2021-05-03,7691,-40,37,0,13584,28372975
CountryD,COU,2021-05-04,7650,-40,37,0,13695,22526791
CountryD,COU,2021-05-05,7610,-40,37,0,13806,28926004
CountryD,COU,2021-05-06,7570,-39,37,0,13918,142417769
CountryD,COU,2021-05-07,7531,-39,37,0,14029,148144406
CountryD,COU,2021-05-08,7491,-39,36,0,14141,61902441
CountryD,COU,2021-05-09,7452,-39,36,0,14252,89200928
CountryD,COU,2021-05-10,7413,-39,36,0,14363,154230111
CountryD,COU,2021-05-11,7374,-38,36,0,14475,72323497
CountryD,COU,2021-05-12,7335,-38,36,0,14586,115968393
CountryD,COU,2021-05-13,7297,-38,35,0,14697,93368293
CountryD,COU,2021-05-14,7259,-38,35,0,14809,102889531
CountryD,COU,2021-05-15,7221,-38,35,0,14920,188345203
CountryD,COU,2021-05-16,7183,-37,35,0,15031,119184954
CountryD,COU,2021-05-17,7145,-37,35,0,15143,4015109
CountryD,COU,2021-05-18,7108,-37,34,0,15254,113295197
CountryD,COU,2021-05-19,7071,-37,34,0,15365,155104659
CountryD,COU,2021-05-20,7034,-37,34,0,15477,43871043
CountryD,COU,2021-05-21,6997,-36,34,0,15588,4755935
CountryD,COU,2021-05-22,6960,-36,34,0,15699,122290925
CountryD,COU,2021-05-23,6924,-36,34,0,15811,56973337
CountryD,COU,2021-05-24,6887,-36,33,0,15922,94163668
CountryD,COU,2021-05-25,6851,-36,33,0,16033,25389632
CountryD,COU,2021-05-26,6815,-35,33,0,16145,92427721
CountryD,COU,2021-05-27,6780,-35,33,0,16256,28926027
CountryD,COU,2021-05-28,6744,-35,33,0,16367,68117203
CountryD,COU,2021-05-29,6709,-35,32,0,16479,185529117
CountryD,COU,2021-05-30,6674,-35,32,0,16590,160082605
CountryD,COU,2021-05-31,6639,-34,32,0,16702,79615291
CountryD,COU,2021-06-01,6604,-34,32,0,16813,4488754
CountryD,COU,2021-06-02,6569,-34,32,0,16924,41291705
CountryD,COU,2021-06-03,6535,-34,32,0,17036,116478222
CountryD,COU,2021-06-04,6501,-34,31,0,17147,127170496
CountryD,COU,2021-06-05,6466,-34,31,0,17258,168214392
CountryD,COU,2021-06-06,6433,-33,31,0,17370,128086956
CountryD,COU,2021-06-07,6399,-33,31,0,17481,81763693
CountryD,COU,2021-06-08,6365,-33,31,0,17592,140782426
CountryD,COU,2021-06-09,6332,-33,31,0,17704,138225216
CountryD,COU,2021-06-10,6299,-33,30,0,17815,40953568
CountryD,COU,2021-06-11,6266,-33,30,0,17926,197672743
CountryD,COU,2021-06-12,6233,-32,30,0,18038,172652935
CountryD,COU,2021-06-13,6200,-32,30,0,18149,10058719
CountryD,COU,2021-06-14,6168,-32,30,0,18260,56444084
CountryD,COU,2021-06-15,6135,-32,30,0,18372,133297412
CountryD,COU,2021-06-16,6103,-32,29,0,18483,52156381
CountryD,COU,2021-06-17,6071,-31,29,0,18594,146688027
CountryD,COU,2021-06-18,6040,-31,29,0,18706,94252922
CountryD,COU,2021-06-19,6008,-31,29,0,18817,101547380
CountryD,COU,2021-06-20,5976,-31,29,0,18928,143948454
CountryD,COU,2021-06-21,5945,-31,29,0,19040,22985670
CountryD,COU,2021-06-22,5914,-31,29,0,19151,39000615
CountryD,COU,2021-06-23,5883,-30,28,0,19262,120501617
CountryD,COU,2021-06-24,5852,-30,28,0,19374,180550168
CountryD,COU,2021-06-25,5821,-30,28,0,19485,139987328
CountryD,COU,2021-06-26,5791,-30,28,0,19597,52547769
CountryD,COU,2021-06-27,5761,-30,28,0,19708,84796445
CountryD,COU,2021-06-28,5730,-30,28,0,19819,158423841
CountryD,COU,2021-06-29,5700,-30,28,0,19931,55010286
CountryD,COU,2021-06-30,5670,-29,27,0,20042,19813584
CountryD,COU,2021-07-01,5641,-29,27,0,20153,171651414
CountryD,COU,2021-07-02,5611,-29,27,0,20265,90622018
CountryD,COU,2021-07-03,5582,-29,27,0,20376,159794946
CountryD,COU,2021-07-04,5553,-29,27,0,20487,158977899
CountryD,COU,2021-07-05,5523,-29,27,0,20599,133205940
CountryD,COU,2021-07-06,5495,-28,26,0,20710,73252315
CountryD,COU,2021-07-07,5466,-28,26,0,20821,45091170
CountryD,COU,2021-07-08,5437,-28,26,0,20933,51849798
CountryD,COU,2021-07-09,5409,-28,26,0,21044,115291022
CountryD,COU,2021-07-10,5380,-28,26,0,21155,55580644
CountryD,COU,2021-07-11,5352,-28,26,0,21267,199726081
CountryD,COU,2021-07-12,5324,-28,26,0,21378,129786972
CountryD,COU,2021-07-13,5296,-27,26,0,21489,42789445
CountryD,COU,2021-07-14,5268,-27,25,0,21601,147655784
CountryD,COU,2021-07-15,5241,-27,25,0,21712,181733267
CountryD,COU,2021-07-16,5213,-27,25,0,21823,114253229
CountryD,COU,2021-07-17,5186,-27,25,0,21935,6145978
CountryD,COU,2021-07-18,5159,-27,25,0,22046,144802157
CountryD,COU,2021-07-19,5132,-27,25,0,22158,155398248
